Date,Open,High,Low,Close,Adj Close,Volume
2020-10-05,284.29998779296875,292.0,282.45001220703125,290.1000061035156,284.5152893066406,9269669
2020-10-06,292.75,295.0,286.70001220703125,291.3500061035156,285.7412414550781,9592838
2020-10-07,290.0,293.79998779296875,287.20001220703125,291.45001220703125,285.83929443359375,8126574
2020-10-08,291.5,298.3999938964844,287.6499938964844,292.95001220703125,287.3104248046875,11623030
2020-10-09,293.1499938964844,298.3500061035156,291.04998779296875,292.0,286.3786926269531,7301282
2020-10-12,294.8999938964844,294.8999938964844,279.3500061035156,285.1499938964844,279.66058349609375,10299644
2020-10-13,285.0,291.1000061035156,283.95001220703125,289.95001220703125,284.3681945800781,7541780
2020-10-14,289.25,292.0,285.5,290.6499938964844,285.0546875,6525759
2020-10-15,291.79998779296875,297.70001220703125,289.20001220703125,291.54998779296875,285.9373474121094,10662625
2020-10-16,291.5,312.45001220703125,290.75,311.04998779296875,305.06195068359375,19877043
2020-10-19,314.20001220703125,318.1000061035156,307.70001220703125,313.5,307.4648132324219,18883894
2020-10-20,310.0,319.79998779296875,308.6000061035156,318.70001220703125,312.5647277832031,10739805
2020-10-21,320.75,324.29998779296875,314.75,322.95001220703125,316.7328796386719,11914326
2020-10-22,322.0,327.04998779296875,319.5,325.5,319.2337951660156,8493725
2020-10-23,326.0,327.29998779296875,319.8999938964844,321.25,315.06561279296875,7400810
2020-10-26,314.0,315.79998779296875,304.3500061035156,308.29998779296875,302.3648986816406,15424673
2020-10-27,308.3500061035156,312.45001220703125,303.1499938964844,308.95001220703125,303.0024108886719,7123842
2020-10-28,309.04998779296875,315.1499938964844,304.0,305.8500061035156,299.96209716796875,8888276
2020-10-29,302.79998779296875,308.54998779296875,299.6000061035156,306.79998779296875,300.893798828125,6944768
2020-10-30,306.5,312.8999938964844,304.0,309.0,303.0514221191406,7786860
2020-11-02,311.45001220703125,312.0,306.54998779296875,309.3500061035156,303.3946838378906,7660136
2020-11-03,311.8999938964844,316.1000061035156,311.0,314.75,308.69073486328125,5951181
2020-11-04,314.75,318.70001220703125,311.75,317.8500061035156,311.7310791015625,7627927
2020-11-05,322.20001220703125,328.8999938964844,317.70001220703125,327.70001220703125,321.3914489746094,6640466
2020-11-06,326.8500061035156,330.6499938964844,322.29998779296875,326.45001220703125,320.16552734375,6994007
2020-11-09,330.0,334.20001220703125,326.25,333.1000061035156,326.6875,6297158
2020-11-10,333.0,337.6499938964844,330.3500061035156,334.79998779296875,328.3547668457031,6004813
2020-11-11,336.0,344.75,332.0,342.75,336.1517028808594,9211868
2020-11-12,343.75,344.3999938964844,335.0,338.0,331.4931335449219,5061012
2020-11-13,337.04998779296875,344.25,334.25,343.20001220703125,336.5930480957031,5043441
2020-11-17,343.8999938964844,350.5,339.6000061035156,340.95001220703125,334.3863830566406,7389747
2020-11-18,338.95001220703125,346.0,338.3500061035156,342.6000061035156,336.0046081542969,4844406
2020-11-19,339.8999938964844,346.3500061035156,329.1499938964844,331.20001220703125,324.8240966796875,7370265
2020-11-20,332.0,339.0,329.29998779296875,336.1499938964844,329.67877197265625,5918276
2020-11-23,338.25,342.29998779296875,336.0,337.75,331.24798583984375,4559744
