Date,Open,High,Low,Close,Adj Close,Volume
2020-10-05,69.0,69.69999694824219,68.4000015258789,69.19999694824219,66.9834976196289,12608039
2020-10-06,70.0,70.19999694824219,69.0,69.3499984741211,67.1286849975586,10028285
2020-10-07,69.30000305175781,73.3499984741211,69.0999984741211,70.5,68.24185180664062,50074263
2020-10-08,70.9000015258789,71.0,68.25,68.44999694824219,66.25751495361328,21348017
2020-10-09,69.0,70.5999984741211,68.25,70.30000305175781,68.04826354980469,25747313
2020-10-12,70.30000305175781,70.5999984741211,68.80000305175781,69.1500015258789,66.93509674072266,10564850
2020-10-13,69.0999984741211,69.75,68.80000305175781,69.0999984741211,66.8866958618164,9070661
2020-10-14,68.5,68.80000305175781,66.6500015258789,67.0,64.85396575927734,24825690
2020-10-15,67.0,68.5,65.69999694824219,66.05000305175781,63.934391021728516,17333956
2020-10-16,66.6500015258789,67.55000305175781,66.0,67.25,65.095947265625,18590744
2020-10-19,67.3499984741211,70.44999694824219,67.3499984741211,69.30000305175781,67.08029174804688,25987617
2020-10-20,69.5,69.75,67.25,67.4000015258789,65.24114990234375,18530340
2020-10-21,68.0,68.5999984741211,67.0,67.80000305175781,65.62834167480469,19589424
2020-10-22,67.4000015258789,69.0999984741211,67.30000305175781,68.8499984741211,66.64470672607422,26354156
2020-10-23,69.19999694824219,69.5999984741211,68.5999984741211,69.0,66.78990173339844,13177360
2020-10-26,69.5,69.5,67.6500015258789,68.19999694824219,66.01551818847656,14224945
2020-10-27,68.0999984741211,68.44999694824219,66.5,66.8499984741211,64.7087631225586,17088331
2020-10-28,67.25,67.4000015258789,66.0999984741211,66.3499984741211,64.22477722167969,15025477
2020-10-29,66.05000305175781,66.3499984741211,64.0999984741211,64.4000015258789,62.337242126464844,29901005
2020-10-30,65.0,65.9000015258789,64.19999694824219,64.9000015258789,62.821224212646484,25849220
2020-11-02,65.4000015258789,66.05000305175781,64.19999694824219,65.69999694824219,63.59560012817383,12847852
2020-11-03,66.0,66.75,65.69999694824219,66.30000305175781,64.17638397216797,10809489
2020-11-04,66.30000305175781,66.9000015258789,65.5999984741211,66.44999694824219,64.32157897949219,12479581
2020-11-05,66.9000015258789,68.0999984741211,66.19999694824219,67.5999984741211,65.43473815917969,17947631
2020-11-06,67.69999694824219,68.19999694824219,67.19999694824219,68.0,65.82192993164062,10496588
2020-11-09,68.6500015258789,68.6500015258789,67.80000305175781,68.44999694824219,66.25751495361328,8473527
2020-11-10,69.05000305175781,71.0,68.5,70.75,68.48384857177734,33795453
2020-11-11,71.44999694824219,72.69999694824219,70.55000305175781,72.3499984741211,70.03260040283203,23531793
2020-11-12,72.5,72.9000015258789,70.75,71.55000305175781,69.25822448730469,16446681
2020-11-13,71.19999694824219,72.5,70.05000305175781,72.1500015258789,69.83900451660156,16264536
2020-11-17,72.69999694824219,73.30000305175781,71.0,71.30000305175781,69.01622772216797,18852045
2020-11-18,71.6500015258789,72.0999984741211,70.9000015258789,71.94999694824219,69.6454086303711,14032869
2020-11-19,71.5,74.19999694824219,71.44999694824219,72.1500015258789,69.83900451660156,27903903
2020-11-20,72.44999694824219,72.69999694824219,70.69999694824219,71.6500015258789,69.35502624511719,14790440
2020-11-23,72.0,77.80000305175781,71.80000305175781,76.5,74.04966735839844,44111534
2020-11-24,76.75,78.05000305175781,75.4000015258789,76.0999984741211,73.66248321533203,31379070
2020-11-25,77.19999694824219,81.80000305175781,77.1500015258789,80.80000305175781,78.21194458007812,87040163
2020-11-26,81.1500015258789,81.5,79.44999694824219,80.19999694824219,77.63115692138672,30469713
2020-11-27,80.80000305175781,81.1500015258789,78.0,78.5,75.98561096191406,44245938
2020-12-01,78.5,82.0,77.05000305175781,81.55000305175781,78.93791961669922,42923229
2020-12-02,81.5,85.05000305175781,80.94999694824219,84.8499984741211,82.13220977783203,52652362
2020-12-03,85.4000015258789,89.0,85.0,88.69999694824219,85.85889434814453,53618786
2020-12-04,89.75,91.0,87.25,89.8499984741211,86.9720687866211,44126894
2020-12-07,91.1500015258789,94.0,90.75,91.55000305175781,88.61761474609375,46638129
2020-12-08,93.0,93.44999694824219,90.05000305175781,90.75,87.8432388305664,34326971
2020-12-09,91.5,92.8499984741211,90.9000015258789,91.19999694824219,88.27882385253906,25763702
2020-12-10,91.0,92.19999694824219,88.69999694824219,91.6500015258789,88.71441650390625,25329334
2020-12-11,92.5999984741211,104.4000015258789,92.5999984741211,96.80000305175781,93.69945526123047,146821189
2020-12-14,98.25,102.55000305175781,97.44999694824219,101.5,98.24891662597656,75021883
2020-12-15,102.5,102.5,99.19999694824219,100.44999694824219,97.23253631591797,33553433
2020-12-16,101.9000015258789,103.5999984741211,100.6500015258789,102.9000015258789,99.60407257080078,34618175
2020-12-17,105.0999984741211,105.5999984741211,100.69999694824219,101.5,98.24891662597656,41881430
2020-12-18,101.5,102.30000305175781,98.1500015258789,99.0,95.82898712158203,36480527
2020-12-21,98.9000015258789,98.94999694824219,88.94999694824219,89.8499984741211,86.9720687866211,58724337
2020-12-22,89.05000305175781,92.30000305175781,86.5999984741211,90.55000305175781,87.64965057373047,58602960
2020-12-23,90.5,91.30000305175781,88.30000305175781,90.80000305175781,87.89163970947266,29216106
2020-12-24,92.5,95.5,92.1500015258789,93.1500015258789,90.16636657714844,46351620
2020-12-28,94.0,95.1500015258789,93.30000305175781,93.80000305175781,90.7955551147461,17759262
2020-12-29,94.19999694824219,94.6500015258789,92.0,93.1500015258789,90.16636657714844,17678810
2020-12-30,93.5,94.5,92.75,93.25,90.2631607055664,15960705
2020-12-31,93.30000305175781,95.55000305175781,92.55000305175781,93.05000305175781,90.06957244873047,43701316
2021-01-01,93.75,94.44999694824219,93.0,93.19999694824219,90.21476745605469,15130377
2021-01-04,94.05000305175781,97.30000305175781,93.69999694824219,96.94999694824219,93.84465026855469,39545073
2021-01-05,96.5,96.5,94.3499984741211,94.94999694824219,91.90870666503906,26998014
2021-01-06,98.9000015258789,99.30000305175781,96.25,96.94999694824219,93.84465026855469,50306161
2021-01-07,98.0,99.05000305175781,97.0999984741211,97.9000015258789,94.76422119140625,25285200
2021-01-08,98.94999694824219,101.30000305175781,98.55000305175781,100.6500015258789,97.42613983154297,36022114
2021-01-11,101.5,102.9000015258789,98.05000305175781,102.55000305175781,99.2652816772461,36301647
2021-01-12,102.0,104.5,100.75,103.44999694824219,100.1364517211914,28353142
2021-01-13,104.94999694824219,107.9000015258789,104.0999984741211,105.25,101.87879943847656,42401579
2021-01-14,107.0,107.44999694824219,104.19999694824219,105.05000305175781,101.6852035522461,24455634
2021-01-15,105.25,106.0999984741211,100.6500015258789,101.4000015258789,98.15211486816406,28185982
2021-01-18,101.4000015258789,101.8499984741211,96.05000305175781,96.6500015258789,93.55426025390625,33623461
2021-01-19,97.75,99.0,97.5,98.0999984741211,94.95781707763672,26085121
2021-01-20,99.0,99.80000305175781,97.8499984741211,98.8499984741211,95.68379211425781,18486566
2021-01-21,99.05000305175781,100.19999694824219,93.9000015258789,94.69999694824219,91.66670989990234,26939349
2021-01-22,94.5999984741211,95.44999694824219,92.5,92.75,89.7791748046875,27311961
2021-01-25,93.05000305175781,93.75,90.0,91.3499984741211,88.42401885986328,28522112
2021-01-27,91.4000015258789,91.75,88.9000015258789,89.69999694824219,86.82686614990234,34022621
2021-01-28,89.0,91.4000015258789,88.80000305175781,90.6500015258789,87.7464370727539,26810222
2021-01-29,90.75,92.94999694824219,87.75,88.30000305175781,85.47171783447266,33858273
2021-02-01,89.0,91.19999694824219,88.44999694824219,90.8499984741211,87.94003295898438,24228098
