Date,Open,High,Low,Close,Adj Close,Volume
2020-10-05,2040.0,2040.0,2010.5999755859375,2027.0999755859375,2014.0421142578125,48222
2020-10-06,2045.0,2096.0,2043.6500244140625,2090.60009765625,2077.13330078125,71976
2020-10-07,2091.0,2118.0,2074.64990234375,2103.949951171875,2090.39697265625,79722
2020-10-08,2109.0,2109.0,2072.800048828125,2090.60009765625,2077.13330078125,27497
2020-10-09,2090.0,2107.14990234375,2046.449951171875,2050.39990234375,2037.19189453125,45926
2020-10-12,2077.0,2085.949951171875,2041.449951171875,2076.89990234375,2063.521240234375,41379
2020-10-13,2072.0,2112.89990234375,2054.39990234375,2064.75,2051.44970703125,48983
2020-10-14,2066.050048828125,2084.35009765625,2055.14990234375,2071.300048828125,2057.95751953125,53116
2020-10-15,2077.60009765625,2122.800048828125,2069.449951171875,2089.39990234375,2075.940673828125,203353
2020-10-16,2090.5,2090.5,2057.0,2061.75,2048.468994140625,29573
2020-10-19,2070.10009765625,2076.64990234375,2056.25,2070.60009765625,2057.261962890625,41532
2020-10-20,2085.800048828125,2131.5,2067.949951171875,2119.300048828125,2105.648193359375,59594
2020-10-21,2137.0,2142.64990234375,2081.10009765625,2114.35009765625,2100.730224609375,76913
2020-10-22,2106.0,2114.949951171875,2078.0,2100.25,2086.720947265625,66138
2020-10-23,2115.0,2128.949951171875,2096.85009765625,2119.39990234375,2105.74755859375,74833
2020-10-26,2119.0,2119.0,2070.5,2080.699951171875,2067.296630859375,32391
2020-10-27,2072.0,2206.050048828125,2072.0,2198.14990234375,2183.990234375,230498
2020-10-28,2200.0,2218.199951171875,2150.60009765625,2159.199951171875,2148.565673828125,230065
2020-10-29,2160.0,2232.449951171875,2159.550048828125,2224.800048828125,2213.842529296875,111252
2020-10-30,2214.0,2242.300048828125,2196.14990234375,2213.050048828125,2202.150390625,50151
2020-11-02,2207.0,2226.0,2166.0,2172.050048828125,2161.352294921875,115668
2020-11-03,2194.75,2194.75,2146.800048828125,2154.949951171875,2144.33642578125,41424
2020-11-04,2150.050048828125,2213.75,2150.050048828125,2169.25,2158.566162109375,71434
2020-11-05,2195.800048828125,2246.25,2188.89990234375,2238.449951171875,2227.42529296875,87250
2020-11-06,2238.0,2247.10009765625,2202.699951171875,2208.449951171875,2197.572998046875,61017
2020-11-09,2249.60009765625,2249.60009765625,2214.0,2224.949951171875,2213.99169921875,59095
2020-11-10,2227.0,2238.550048828125,2189.0,2199.64990234375,2188.81640625,57767
2020-11-11,2200.0,2223.60009765625,2158.0,2181.89990234375,2171.15380859375,63840
2020-11-12,2172.0,2200.550048828125,2162.0,2171.699951171875,2161.004150390625,46553
2020-11-13,2189.60009765625,2205.39990234375,2173.85009765625,2179.550048828125,2168.8154296875,160362
2020-11-17,2189.0,2222.699951171875,2182.449951171875,2186.949951171875,2176.178955078125,29882
2020-11-18,2188.0,2210.0,2166.75,2196.0,2185.184326171875,53482
2020-11-19,2183.0,2194.60009765625,2156.449951171875,2161.25,2150.60546875,41850
2020-11-20,2165.0,2190.0,2161.0,2163.85009765625,2153.19287109375,73781
2020-11-23,2166.0,2197.75,2140.0,2189.39990234375,2178.61669921875,41339
2020-11-24,2192.0,2230.0,2192.0,2207.60009765625,2196.727294921875,140871
2020-11-25,2207.60009765625,2208.75,2150.0,2154.300048828125,2143.68994140625,98467
