Date,Open,High,Low,Close,Adj Close,Volume
2020-10-05,827.0,839.2999877929688,817.7000122070312,822.9000244140625,802.1659545898438,2066118
2020-10-06,832.0,834.7000122070312,823.4500122070312,828.7000122070312,807.81982421875,162508
2020-10-07,830.1500244140625,832.25,823.5,827.75,806.8937377929688,400729
2020-10-08,855.0,878.7999877929688,845.0,849.5499877929688,828.1444702148438,637434
2020-10-09,850.5,862.0,849.5499877929688,856.0,834.4319458007812,216265
2020-10-12,865.0,871.5,857.2000122070312,866.3499755859375,844.5211181640625,224616
2020-10-13,870.0,906.7000122070312,864.8499755859375,900.4500122070312,877.761962890625,835311
2020-10-14,903.9000244140625,910.75,881.3499755859375,890.0999755859375,867.6727294921875,636723
2020-10-15,901.9000244140625,903.5499877929688,834.0,859.4500122070312,837.7950439453125,881042
2020-10-16,865.0,877.0,821.0,827.0999755859375,806.2601318359375,723337
2020-10-19,839.0,861.4000244140625,833.5,844.6500244140625,823.367919921875,657927
2020-10-20,845.0499877929688,885.75,845.0,880.0499877929688,857.8759765625,737324
2020-10-21,883.4000244140625,891.9500122070312,859.5,870.7000122070312,848.7615356445312,442171
2020-10-22,864.7000122070312,878.0499877929688,852.2000122070312,867.0999755859375,849.1532592773438,180439
2020-10-23,873.0,875.0,850.5999755859375,852.25,834.6106567382812,222034
2020-10-26,854.0999755859375,860.3499755859375,842.2000122070312,848.1500244140625,830.5955810546875,276972
2020-10-27,848.1500244140625,857.0,838.6500244140625,847.4500122070312,829.9100341796875,154968
2020-10-28,852.0,852.0,821.7000122070312,829.5999755859375,812.429443359375,698346
2020-10-29,824.0,842.0,819.0,839.8499755859375,822.4672241210938,415821
2020-10-30,841.0,859.75,833.1500244140625,843.2000122070312,825.748046875,145329
2020-11-02,843.2000122070312,843.2000122070312,820.0,822.2000122070312,805.1826171875,440250
2020-11-03,830.7000122070312,832.0,812.5999755859375,813.8499755859375,797.00537109375,221719
2020-11-04,810.5499877929688,841.4500122070312,810.5499877929688,815.1500244140625,798.278564453125,235016
2020-11-05,834.9000244140625,850.9000244140625,829.7000122070312,843.3499755859375,825.8948364257812,461300
