Date,Open,High,Low,Close,Adj Close,Volume
2020-10-05,822.0,850.1500244140625,822.0,841.25,803.9588012695312,202669
2020-10-06,855.0,855.0,832.0499877929688,847.0,809.453857421875,149610
2020-10-07,846.5499877929688,848.3499755859375,838.0,846.5999755859375,809.071533203125,72901
2020-10-08,858.2000122070312,887.5,858.0,860.3499755859375,822.2120361328125,283134
2020-10-09,857.0,862.3499755859375,845.5,854.5999755859375,816.7169189453125,97732
2020-10-12,857.0999755859375,864.7000122070312,848.9000244140625,856.9500122070312,818.9628295898438,138763
2020-10-13,857.7000122070312,879.6500244140625,852.0,867.4000244140625,828.9495849609375,200027
2020-10-14,868.0,873.7999877929688,845.7000122070312,848.9000244140625,811.2696533203125,101776
2020-10-15,851.0,857.0999755859375,807.0,812.2000122070312,776.1964721679688,433224
2020-10-16,814.5,828.1500244140625,799.0499877929688,822.7999877929688,786.32666015625,194045
2020-10-19,829.9000244140625,836.75,817.4000244140625,824.9500122070312,788.38134765625,117516
2020-10-20,818.0,852.7999877929688,818.0,850.1500244140625,812.4642333984375,172939
2020-10-21,850.5,857.4000244140625,834.5,845.2999877929688,807.8292236328125,150301
2020-10-22,842.2000122070312,853.9000244140625,828.7999877929688,838.0999755859375,800.9483642578125,91572
2020-10-23,839.0,857.0,833.4000244140625,848.0999755859375,810.5050659179688,215562
2020-10-26,834.0,854.6500244140625,813.9500122070312,819.4500122070312,783.1251220703125,259693
2020-10-27,824.4000244140625,833.5499877929688,816.2000122070312,828.8499755859375,792.1083984375,108357
2020-10-28,828.0999755859375,836.0,801.1500244140625,803.9500122070312,768.312255859375,429740
2020-10-29,791.4500122070312,808.2999877929688,782.25,805.4500122070312,784.380615234375,243209
2020-10-30,806.0,818.7000122070312,803.25,813.7000122070312,792.414794921875,97023
2020-11-02,815.0,824.75,809.75,814.0999755859375,792.8042602539062,194169
2020-11-03,825.0,825.0,803.9000244140625,808.9000244140625,787.7403564453125,58219
2020-11-04,810.0499877929688,836.0,810.0499877929688,826.3499755859375,804.7338256835938,230821
2020-11-05,835.0,849.4500122070312,833.75,840.9000244140625,818.9032592773438,89644
2020-11-06,835.0,853.5999755859375,824.5999755859375,850.9500122070312,828.6903686523438,145819
2020-11-09,856.0,877.0,855.1500244140625,872.2000122070312,849.384521484375,96791
